budget_label,budget_epochs,budget_restarts,budget_batch_episodes,seed,scenario,architecture,selected_policy,dependency_signature,expected_signature,sampled_validation_return,deterministic_training_reward,recurrent_training_reward,local_training_reward,greedy_training_reward,safe_training_reward,recurrent_local_gap,action_0_positive_present_effect,action_0_persistence,action_1_positive_present_effect,action_1_persistence,matches_expected_signature
standard,32,5,128,20260606,detachable_tool_world,sum_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,133.4,135.8,135.8,130.56,58.4,64.0,5.240000000000009,1.4007581463548422,1.0,28.00930298841307,0.0,True
standard,32,5,128,20260606,detachable_tool_world,scalar_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,117.57777777777778,136.12,136.12,130.56,58.4,64.0,5.560000000000002,0.0,0.0,3.125525672660519,0.0,True
standard,32,5,128,20260606,detachable_tool_world,two_unit_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,124.24444444444445,133.24,133.24,130.56,58.4,64.0,2.680000000000007,0.05455047014809785,1.0,4.604511572535179,0.0,True
standard,32,5,128,20260606,passive_world_boundary,sum_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,126.11111111111113,133.4,133.4,127.36,50.4,64.0,6.040000000000006,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260606,passive_world_boundary,scalar_rnn,task_local_probe,end_to_end_local_probe,end_to_end_passive_external_boundary,101.04444444444444,112.92,112.92,127.36,50.4,64.0,-14.439999999999998,0.0,0.0,0.0,0.0,False
standard,32,5,128,20260606,passive_world_boundary,two_unit_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,110.64444444444445,130.36,130.36,127.36,50.4,64.0,3.000000000000014,0.25530635847357724,1.0,0.0,0.0,True
standard,32,5,128,20260606,independent_hidden,sum_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,63.0,63.0,63.0,127.48,50.7,64.0,-64.48,7.711689446527564,1.0,0.0,0.0,True
standard,32,5,128,20260606,independent_hidden,scalar_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,61.58888888888888,63.0,63.0,127.48,50.7,64.0,-64.48,0.07752689221999605,1.0,0.0,0.0,True
standard,32,5,128,20260606,independent_hidden,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,62.34444444444444,63.0,63.0,127.48,50.7,64.0,-64.48,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260606,irrelevant_control,sum_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,191.0,191.0,191.0,184.0,192.0,64.0,7.0,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260606,irrelevant_control,scalar_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,189.4,191.0,191.0,184.0,192.0,64.0,7.0,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260606,irrelevant_control,two_unit_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,190.2888888888889,191.0,191.0,184.0,192.0,64.0,7.0,0.033320812167956654,1.0,0.0,0.0,True
standard,32,5,128,20260607,self_persistent_boundary,sum_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,126.46666666666665,132.76,132.76,126.08,47.2,64.0,6.679999999999993,34.25807372161532,1.0,0.0,0.0,True
standard,32,5,128,20260607,self_persistent_boundary,scalar_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,110.64444444444445,131.16,131.16,126.08,47.2,64.0,5.079999999999998,3.883514633369002,1.0,0.0,0.0,True
standard,32,5,128,20260607,self_persistent_boundary,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_persistent_agent_boundary,114.11111111111113,125.72,125.72,126.08,47.2,64.0,-0.35999999999999943,5.508165084511996,1.0,0.0,0.0,False
standard,32,5,128,20260607,detachable_tool_world,sum_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,124.60000000000001,129.88,129.88,123.84,41.6,64.0,6.039999999999992,2.997536826823278,1.0,26.012687368871035,0.0,True
standard,32,5,128,20260607,detachable_tool_world,scalar_rnn,task_local_probe,end_to_end_local_probe,end_to_end_detachable_external_boundary,94.28888888888889,107.16,107.16,123.84,41.6,64.0,-16.680000000000007,0.0,0.0,3.7808717377588166,0.0,False
standard,32,5,128,20260607,detachable_tool_world,two_unit_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,108.06666666666666,127.8,127.8,123.84,41.6,64.0,3.9599999999999937,0.0,0.0,3.713448319174566,0.0,True
standard,32,5,128,20260607,passive_world_boundary,sum_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,133.84444444444443,132.76,132.76,126.72,48.8,64.0,6.039999999999992,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260607,passive_world_boundary,scalar_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,114.55555555555556,130.36,130.36,126.72,48.8,64.0,3.640000000000015,0.4309694147958292,1.0,0.0,0.0,True
standard,32,5,128,20260607,passive_world_boundary,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_passive_external_boundary,114.28888888888889,123.64,123.64,126.72,48.8,64.0,-3.0799999999999983,0.5008924460910784,1.0,0.0,0.0,False
standard,32,5,128,20260607,independent_hidden,sum_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,63.12222222222223,63.0,63.0,126.8,49.0,64.0,-63.8,0.07207120516930679,1.0,0.0,0.0,True
standard,32,5,128,20260607,independent_hidden,scalar_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,62.51111111111111,63.0,63.0,126.8,49.0,64.0,-63.8,0.026273239170298494,1.0,0.0,0.0,True
standard,32,5,128,20260607,independent_hidden,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,62.34444444444444,63.0,63.0,126.8,49.0,64.0,-63.8,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260607,irrelevant_control,sum_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,191.0,191.0,191.0,184.0,192.0,64.0,7.0,0.006193271550662125,1.0,0.0,0.0,True
standard,32,5,128,20260607,irrelevant_control,scalar_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,189.75555555555556,191.0,191.0,184.0,192.0,64.0,7.0,0.0023917709572146384,1.0,0.0,0.0,True
standard,32,5,128,20260607,irrelevant_control,two_unit_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,190.46666666666667,191.0,191.0,184.0,192.0,64.0,7.0,0.0053103614381719315,1.0,0.0,0.0,True
standard,32,5,128,20260608,self_persistent_boundary,sum_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,128.33333333333334,131.32,131.32,124.8,44.0,64.0,6.519999999999996,28.97215898341324,1.0,0.0,0.0,True
standard,32,5,128,20260608,self_persistent_boundary,scalar_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,109.04444444444444,130.68,130.68,124.8,44.0,64.0,5.88000000000001,3.3730543906239796,1.0,0.0,0.0,True
standard,32,5,128,20260608,self_persistent_boundary,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_persistent_agent_boundary,109.93333333333332,121.24,121.24,124.8,44.0,64.0,-3.5600000000000023,3.7761361901431623,1.0,0.0,0.0,False
standard,32,5,128,20260608,detachable_tool_world,sum_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,129.3111111111111,134.52,134.52,128.64,53.6,64.0,5.880000000000024,1.7829845209089843,1.0,28.79677496089074,0.0,True
standard,32,5,128,20260608,detachable_tool_world,scalar_rnn,task_local_probe,end_to_end_local_probe,end_to_end_detachable_external_boundary,104.15555555555555,126.04,126.04,128.64,53.6,64.0,-2.59999999999998,0.037177934710762466,1.0,2.989207228711832,0.0,False
standard,32,5,128,20260608,detachable_tool_world,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_detachable_external_boundary,108.24444444444445,110.04,110.04,128.64,53.6,64.0,-18.59999999999998,0.03681972968904057,1.0,6.412716136236328,0.0,False
standard,32,5,128,20260608,passive_world_boundary,sum_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,133.13333333333333,126.2,126.2,120.0,32.0,64.0,6.200000000000003,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260608,passive_world_boundary,scalar_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,116.51111111111112,121.72,121.72,120.0,32.0,64.0,1.7199999999999989,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260608,passive_world_boundary,two_unit_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,127.44444444444446,125.4,125.4,120.0,32.0,64.0,5.400000000000006,0.20645104044274912,1.0,0.0,0.0,True
standard,32,5,128,20260608,independent_hidden,sum_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,63.0,63.0,63.0,127.36,50.4,64.0,-64.36,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260608,independent_hidden,scalar_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,61.76666666666667,63.0,63.0,127.36,50.4,64.0,-64.36,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260608,independent_hidden,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,62.611111111111114,63.0,63.0,127.36,50.4,64.0,-64.36,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260608,irrelevant_control,sum_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,191.0,191.0,191.0,184.0,192.0,64.0,7.0,3.357549129912794,1.0,0.0,0.0,True
standard,32,5,128,20260608,irrelevant_control,scalar_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,189.9333333333333,191.0,191.0,184.0,192.0,64.0,7.0,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260608,irrelevant_control,two_unit_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,190.64444444444447,191.0,191.0,184.0,192.0,64.0,7.0,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260609,self_persistent_boundary,sum_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,130.37777777777777,136.28,136.28,130.56,58.4,64.0,5.719999999999999,36.595321264407865,1.0,0.0,0.0,True
standard,32,5,128,20260609,self_persistent_boundary,scalar_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,113.66666666666667,132.92,132.92,130.56,58.4,64.0,2.359999999999985,3.80288047690414,1.0,0.0,0.0,True
standard,32,5,128,20260609,self_persistent_boundary,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_persistent_agent_boundary,113.84444444444443,130.2,130.2,130.56,58.4,64.0,-0.36000000000001364,4.855960965596325,1.0,0.0,0.0,False
standard,32,5,128,20260609,detachable_tool_world,sum_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,133.13333333333333,131.64,131.64,126.08,47.2,64.0,5.559999999999988,2.0167712708937358,1.0,34.97709129799086,0.0,True
standard,32,5,128,20260609,detachable_tool_world,scalar_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,117.57777777777778,129.4,129.4,126.08,47.2,64.0,3.3200000000000074,0.0486143997444509,1.0,3.6020124632466657,0.0,True
standard,32,5,128,20260609,detachable_tool_world,two_unit_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,119.44444444444444,130.36,130.36,126.08,47.2,64.0,4.280000000000015,0.4599452702640044,1.0,5.566490269957379,0.0,True
standard,32,5,128,20260609,passive_world_boundary,sum_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,133.75555555555556,135.64,135.64,129.28,55.2,64.0,6.359999999999985,0.005317237569145292,1.0,0.0,0.0,True
standard,32,5,128,20260609,passive_world_boundary,scalar_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,114.64444444444445,133.72,133.72,129.28,55.2,64.0,4.439999999999998,0.035002960316517506,1.0,0.0,0.0,True
standard,32,5,128,20260609,passive_world_boundary,two_unit_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,115.8888888888889,133.72,133.72,129.28,55.2,64.0,4.439999999999998,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260609,independent_hidden,sum_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,63.02222222222222,63.0,63.0,125.2,45.0,64.0,-62.2,0.0,0.0,0.0,0.0,True
standard,32,5,128,20260609,independent_hidden,scalar_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,62.4,63.0,63.0,125.2,45.0,64.0,-62.2,0.007578028432040429,1.0,0.0,0.0,True
standard,32,5,128,20260609,independent_hidden,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,63.02222222222222,63.0,63.0,125.2,45.0,64.0,-62.2,0.09121172225839771,1.0,0.0,0.0,True
standard,32,5,128,20260609,irrelevant_control,sum_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,191.0,191.0,191.0,184.0,192.0,64.0,7.0,2.0010120552929367,1.0,0.0,0.0,True
standard,32,5,128,20260609,irrelevant_control,scalar_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,189.57777777777778,191.0,191.0,184.0,192.0,64.0,7.0,0.008658145633788576,1.0,0.0,0.0,True
standard,32,5,128,20260609,irrelevant_control,two_unit_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,190.82222222222222,191.0,191.0,184.0,192.0,64.0,7.0,0.00418538858471341,1.0,0.0,0.0,True
larger,64,8,192,20260605,self_persistent_boundary,sum_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,127.44444444444444,129.4,129.4,122.88,39.2,64.0,6.52000000000001,37.57968909010726,1.0,0.0,0.0,True
larger,64,8,192,20260605,self_persistent_boundary,scalar_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,112.68888888888888,127.48,127.48,122.88,39.2,64.0,4.6000000000000085,3.260683657801149,1.0,0.0,0.0,True
larger,64,8,192,20260605,self_persistent_boundary,two_unit_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,123.53333333333335,127.96,127.96,122.88,39.2,64.0,5.079999999999998,5.7741712040855795,1.0,0.0,0.0,True
larger,64,8,192,20260605,detachable_tool_world,sum_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,138.20000000000002,127.96,127.96,122.88,39.2,64.0,5.079999999999998,1.4506619691619407,1.0,40.28701629896839,0.0,True
larger,64,8,192,20260605,detachable_tool_world,scalar_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,123.8888888888889,125.56,125.56,122.88,39.2,64.0,2.680000000000007,0.08860438739560199,1.0,3.4558159125526875,0.0,True
larger,64,8,192,20260605,detachable_tool_world,two_unit_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,131.35555555555555,127.32,127.32,122.88,39.2,64.0,4.439999999999998,0.0,0.0,6.255713350291088,0.0,True
larger,64,8,192,20260605,passive_world_boundary,sum_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,131.53333333333333,131.8,131.8,125.12,44.8,64.0,6.680000000000007,0.8230678481705205,1.0,0.0,0.0,True
larger,64,8,192,20260605,passive_world_boundary,scalar_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,114.28888888888889,128.76,128.76,125.12,44.8,64.0,3.6399999999999864,0.18380729023179052,1.0,0.0,0.0,True
larger,64,8,192,20260605,passive_world_boundary,two_unit_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,126.11111111111113,131.48,131.48,125.12,44.8,64.0,6.359999999999985,0.06662033572221412,1.0,0.0,0.0,True
larger,64,8,192,20260605,independent_hidden,sum_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,63.13333333333333,63.0,63.0,127.64,51.1,64.0,-64.64,0.0,0.0,0.0,0.0,True
larger,64,8,192,20260605,independent_hidden,scalar_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,62.22222222222223,63.0,63.0,127.64,51.1,64.0,-64.64,0.012710445344808084,1.0,0.0,0.0,True
larger,64,8,192,20260605,independent_hidden,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,62.46666666666667,63.0,63.0,127.64,51.1,64.0,-64.64,0.0,0.0,0.0,0.0,True
larger,64,8,192,20260605,irrelevant_control,sum_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,191.0,191.0,191.0,184.0,192.0,64.0,7.0,0.0,0.0,0.0,0.0,True
larger,64,8,192,20260605,irrelevant_control,scalar_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,190.64444444444447,191.0,191.0,184.0,192.0,64.0,7.0,0.0,0.0,0.0,0.0,True
larger,64,8,192,20260605,irrelevant_control,two_unit_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,190.82222222222222,191.0,191.0,184.0,192.0,64.0,7.0,0.19897149591441238,1.0,0.0,0.0,True
larger,64,8,192,20260606,self_persistent_boundary,sum_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,141.4,134.36,134.36,127.68,51.2,64.0,6.680000000000007,34.895615891360855,1.0,0.0,0.0,True
larger,64,8,192,20260606,self_persistent_boundary,scalar_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,123.0,133.56,133.56,127.68,51.2,64.0,5.8799999999999955,3.7051816740604484,1.0,0.0,0.0,True
larger,64,8,192,20260606,self_persistent_boundary,two_unit_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,135.44444444444446,133.88,133.88,127.68,51.2,64.0,6.199999999999989,6.233014465218772,1.0,0.0,0.0,True
larger,64,8,192,20260606,detachable_tool_world,sum_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,133.93333333333334,136.76,136.76,130.56,58.4,64.0,6.199999999999989,0.0,0.0,33.84612451949365,0.0,True
larger,64,8,192,20260606,detachable_tool_world,scalar_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,116.77777777777779,135.8,135.8,130.56,58.4,64.0,5.240000000000009,0.00799057225622244,1.0,3.176629864794133,0.0,True
larger,64,8,192,20260606,detachable_tool_world,two_unit_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,127.17777777777776,135.16,135.16,130.56,58.4,64.0,4.599999999999994,0.12955599640051316,1.0,5.296445845817566,0.0,True
larger,64,8,192,20260606,passive_world_boundary,sum_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,125.93333333333334,133.88,133.88,127.36,50.4,64.0,6.519999999999996,0.43895364535076203,1.0,0.0,0.0,True
larger,64,8,192,20260606,passive_world_boundary,scalar_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,108.15555555555557,130.68,130.68,127.36,50.4,64.0,3.3200000000000074,0.1147976473366366,1.0,0.0,0.0,True
larger,64,8,192,20260606,passive_world_boundary,two_unit_rnn,recurrent_controller,end_to_end_passive_external_boundary,end_to_end_passive_external_boundary,117.57777777777778,129.08,129.08,127.36,50.4,64.0,1.720000000000013,0.0,0.0,0.0,0.0,True
larger,64,8,192,20260606,independent_hidden,sum_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,63.06666666666666,63.0,63.0,127.48,50.7,64.0,-64.48,1.8687923863047775,1.0,0.0,0.0,True
larger,64,8,192,20260606,independent_hidden,scalar_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,62.67777777777778,63.0,63.0,127.48,50.7,64.0,-64.48,0.01654572462180309,1.0,0.0,0.0,True
larger,64,8,192,20260606,independent_hidden,two_unit_rnn,task_local_probe,end_to_end_local_probe,end_to_end_local_probe,62.96666666666667,63.0,63.0,127.48,50.7,64.0,-64.48,0.0,0.0,0.0,0.0,True
larger,64,8,192,20260606,irrelevant_control,sum_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,191.0,191.0,191.0,184.0,192.0,64.0,7.0,0.0,0.0,0.0,0.0,True
larger,64,8,192,20260606,irrelevant_control,scalar_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,190.64444444444447,191.0,191.0,184.0,192.0,64.0,7.0,0.0,0.0,0.0,0.0,True
larger,64,8,192,20260606,irrelevant_control,two_unit_rnn,greedy_no_state,end_to_end_no_hidden_needed,end_to_end_no_hidden_needed,190.82222222222222,191.0,191.0,184.0,192.0,64.0,7.0,0.025841906457724325,1.0,0.0,0.0,True
larger,64,8,192,20260607,self_persistent_boundary,sum_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,126.91111111111111,132.76,132.76,126.08,47.2,64.0,6.679999999999993,44.65490613569936,1.0,0.0,0.0,True
larger,64,8,192,20260607,self_persistent_boundary,scalar_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,110.55555555555556,130.84,130.84,126.08,47.2,64.0,4.760000000000005,3.8348905295473092,1.0,0.0,0.0,True
larger,64,8,192,20260607,self_persistent_boundary,two_unit_rnn,recurrent_controller,end_to_end_persistent_agent_boundary,end_to_end_persistent_agent_boundary,121.31111111111112,130.68,130.68,126.08,47.2,64.0,4.6000000000000085,6.750186898044107,1.0,0.0,0.0,True
larger,64,8,192,20260607,detachable_tool_world,sum_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,125.40000000000002,129.88,129.88,123.84,41.6,64.0,6.039999999999992,0.0,0.0,35.284097205657424,0.0,True
larger,64,8,192,20260607,detachable_tool_world,scalar_rnn,recurrent_controller,end_to_end_detachable_external_boundary,end_to_end_detachable_external_boundary,107.71111111111111,126.36,126.36,123.84,41.6,64.0,2.519999999999996,0.0,0.0,3.494546772934172,0.0,True
